0.00201336               0.00435713               0.00277319               0.999999               
0.00186684               0.00435159               0.00330231               0.999999               
0.00155404               0.0041551               0.00331438               0.999999               
0.00151994               0.004176               0.00357824               0.999999               
0.00143338               0.00414348               0.00346972               1               
0.00151342               0.00423846               0.00387842               1               
0.00163119               0.004356               0.00364064               1               
0.00132728               0.00419188               0.00396066               1               
0.00133813               0.00423519               0.00405754               1               
0.00125523               0.00417175               0.00424105               1               
0.00136607               0.00431366               0.00406635               1               
0.00134164               0.00426478               0.00377166               1               
0.00132004               0.00419804               0.00357764               1               
0.00119881               0.00408157               0.00360661               1               
0.00130417               0.00415062               0.00360432               1               
0.00148481               0.00417207               0.00293565               1               
0.00172005               0.00436465               0.00324081               1               
0.00172554               0.00426632               0.00300334               1               
0.0015394               0.00415737               0.00315455               1               
0.00162591               0.00419435               0.00340973               1               
0.00153076               0.00413663               0.00329996               1               
0.0017862               0.00420606               0.00295877               1               
0.00174759               0.00422941               0.00304851               1               
0.00154985               0.00410431               0.00324956               1               
0.0018176               0.00427795               0.0028373               1               
0.0018263               0.00431288               0.00299904               0.999928               
0.00230128               0.0045982               0.00293929               0.999798               
0.00198953               0.00435155               0.00312538               0.999561               
0.00193294               0.0043014               0.00305295               0.999004               
0.00194418               0.00419482               0.00322028               0.99862               
0.00219918               0.00438168               0.00307601               0.997946               
0.00235139               0.00440649               0.00294595               0.999854               
0.00212846               0.00438002               0.00333088               0.999793               
0.00186946               0.00427715               0.00308857               0.999909               
0.00153427               0.00412739               0.00341843               0.999829               
0.00159788               0.00416864               0.00353808               0.999848               
0.00191696               0.0042922               0.00277077               0.999994               
0.00184363               0.00425639               0.00278972               0.999995               
0.00180912               0.00428423               0.00318466               0.999992               
0.00166141               0.0041816               0.00335841               1               
