0.0172939               0.0173094               0.00362783               0.985914               
0.0158524               0.0157874               0.00468275               0.989107               
0.00384612               0.0054942               0.00368142               0.998972               
0.00331259               0.00514284               0.00335845               0.998999               
0.00336574               0.00521544               0.00345241               0.9995               
0.00331455               0.00521062               0.00286939               0.998121               
0.00313812               0.00499663               0.00302717               0.999238               
0.00298592               0.00488247               0.00328297               0.99951               
0.00236798               0.00449972               0.00328699               0.999654               
0.00154492               0.00395112               0.002959               0.999686               
0.00141204               0.00384506               0.00318694               0.998334               
0.00120613               0.00382341               0.00328917               0.998653               
0.00311657               0.00493525               0.00289173               0.999217               
0.00292175               0.00470926               0.00325886               0.9994               
0.00292478               0.00492359               0.00310812               0.999111               
0.00283483               0.00487407               0.00323037               0.999227               
0.00306195               0.00495081               0.00295176               0.999531               
0.00360073               0.00518523               0.00324739               0.999285               
0.00324969               0.00503342               0.00276664               0.999086               
0.0036887               0.0053184               0.00303032               0.998725               
