0.0826685               0.46728               0.00407378               0.21562               
0.00380385               0.00555247               0.00301767               0.9983               
0.00182322               0.00429153               0.00324864               0.999997               
0.0017839               0.0043151               0.00342695               1               
0.00152608               0.00418635               0.00298379               1               
0.00159643               0.00430498               0.0038942               1               
0.00133659               0.00415073               0.00369511               1               
0.00148802               0.00418942               0.00356148               1               
0.00133357               0.00421549               0.0035731               1               
0.00133584               0.00419328               0.00360284               1               
0.00131917               0.00414787               0.00355327               1               
0.00113901               0.00409151               0.00403516               1               
0.0011798               0.00422219               0.00424982               1               
0.00116784               0.00411709               0.00395261               1               
0.00133735               0.00421837               0.00391159               1               
0.00118175               0.00411918               0.0039338               1               
0.00110339               0.00408169               0.00421646               1               
0.00116944               0.00408065               0.00388154               1               
0.00140814               0.00410654               0.00367105               1               
0.00135994               0.00407466               0.00360743               1               
