0.014817               0.014996               0.00426263               0.985456               
0.0104993               0.0110718               0.00300277               0.994339               
0.00317208               0.00504777               0.00358944               0.999365               
0.00337965               0.00508646               0.00341274               0.998346               
0.00337273               0.00510484               0.00308206               0.999189               
0.00315882               0.00495201               0.00297711               0.999605               
0.00288213               0.00483012               0.00364516               0.999268               
0.00352225               0.00529339               0.00327626               0.999153               
0.00268222               0.00467375               0.00274316               0.999927               
0.00134978               0.00393657               0.00317141               0.999617               
0.00131016               0.0039316               0.00347288               0.999296               
0.00126154               0.00384271               0.00277114               0.999333               
0.00354269               0.00522391               0.00350328               0.99899               
0.003231               0.00509769               0.00272486               0.999743               
0.00282784               0.00489781               0.0029747               0.999593               
0.00339278               0.00511598               0.0034619               0.998892               
0.00316326               0.00499196               0.00303864               0.998856               
0.0025499               0.00455906               0.00301175               0.999535               
0.00309639               0.00501445               0.00311697               0.998674               
0.00315158               0.00505381               0.0028886               0.998862               
