2.06529e-001	7.05106e-001	
5.19115e-001	4.00092e-001	
1.55245e-001	9.45134e-001	
5.12089e-001	4.24250e-001	
1.25746e-001	9.83816e-001	
9.35954e-001	5.89911e-003	
7.92427e-001	3.13705e-001	
7.80705e-001	3.19877e-001	
1.43733e-001	9.65804e-001	
5.02161e-001	5.87315e-001	
7.57977e-001	3.29221e-001	
9.62390e-001	2.95545e-003	
4.51664e-001	6.57427e-001	
1.67377e-001	8.60020e-001	
1.71405e-001	7.81386e-001	
1.45716e-001	9.63529e-001	
2.94904e-002	1.00967e+000	
8.87643e-001	2.32311e-002	
4.90021e-001	6.24307e-001	
5.59569e-001	3.55812e-001	
8.96863e-001	1.65930e-002	
4.77881e-001	6.35075e-001	
5.33596e-001	3.74743e-001	
1.82010e-001	7.39194e-001	
6.73660e-001	3.37039e-001	
1.61613e-001	9.15023e-001	
8.39854e-001	1.75444e-001	
1.58982e-001	9.32282e-001	
1.80573e-001	7.48911e-001	
8.35260e-001	2.53613e-001	
1.49852e-001	9.58455e-001	
5.47488e-001	3.61511e-001	
8.27407e-001	2.79717e-001	
8.46903e-001	1.27090e-001	
1.99330e-001	7.13602e-001	
6.24208e-001	3.39651e-001	
1.65447e-001	9.04418e-001	
5.00343e-001	5.90620e-001	
8.01187e-001	3.04802e-001	
2.36577e-001	6.84365e-001	
2.45347e-001	6.82984e-001	
8.73471e-001	3.25397e-002	
2.23458e-002	1.01107e+000	
1.27681e-001	9.79245e-001	
2.79819e-001	6.74352e-001	
5.89827e-001	3.46475e-001	
2.50778e-001	6.81888e-001	
2.19954e-001	6.91831e-001	
1.86271e-001	7.24181e-001	
4.08257e-001	6.67656e-001	
1.91822e-001	7.16912e-001	
9.17171e-001	1.07706e-002	
5.04862e-001	4.91987e-001	
1.74489e-001	7.63935e-001	
2.64802e-001	6.76969e-001	
5.73051e-001	3.47710e-001	
8.80124e-001	2.86519e-002	
1.62748e-001	9.10699e-001	
1.98154e-001	7.14722e-001	
1.41174e-001	9.69686e-001	
9.69840e-005	1.01327e+000	
1.11176e-001	9.96495e-001	
8.24979e-001	2.84865e-001	
4.94287e-001	5.95287e-001	
5.21127e-001	3.97945e-001	
5.25990e-001	3.91694e-001	
8.50436e-001	8.02547e-002	
4.57053e-001	6.51556e-001	
9.74253e-001	1.55165e-003	
1.79450e-001	7.55588e-001	
4.63601e-001	6.48357e-001	
9.73145e-005	1.01672e+000	
9.74744e-001	1.29117e-003	
4.08203e-001	6.70514e-001	
5.06443e-001	4.93528e-001	
1.25685e-001	9.83336e-001	
2.85527e-001	6.76586e-001	
2.95081e-002	1.01028e+000	
8.50250e-001	8.41979e-002	
6.74211e-001	3.37314e-001	
1.67424e-001	8.60258e-001	
4.65535e-001	6.51061e-001	
7.57819e-001	3.29152e-001	
8.88235e-001	2.32466e-002	
8.39647e-001	2.54945e-001	
5.04224e-001	5.78695e-001	
5.11540e-001	4.23795e-001	
1.72733e-001	7.88141e-001	
5.72400e-001	3.50602e-001	
8.48953e-001	1.33943e-001	
4.89967e-001	6.24238e-001	
8.42167e-001	1.78333e-001	
2.23791e-001	6.93163e-001	
6.25333e-001	3.40264e-001	
8.34799e-001	2.82216e-001	
1.43553e-001	9.65549e-001	
1.63383e-001	9.14249e-001	
5.49024e-001	3.62526e-001	
1.55199e-001	9.44858e-001	
2.06269e-001	7.04219e-001	
