4.89382e-002	7.84440e-001	
1.62497e-004	9.92369e-001	
1.12136e-001	6.71667e-001	
6.44054e-001	2.02084e-001	
1.36084e-001	6.35712e-001	
9.72900e-001	1.60296e-002	
8.16910e-002	7.21170e-001	
6.40810e-002	7.51550e-001	
9.31618e-001	3.92260e-002	
8.75451e-002	7.09304e-001	
6.77023e-001	1.81596e-001	
7.30710e-001	1.47795e-001	
3.19426e-002	8.23987e-001	
1.99956e-001	5.59451e-001	
8.82134e-001	6.22579e-002	
1.55404e-008	1.00953e+000	
1.90570e-001	5.72063e-001	
4.00080e-003	9.47551e-001	
8.43656e-001	8.34124e-002	
1.04383e-001	6.85737e-001	
3.79423e-002	8.10799e-001	
1.42960e-002	8.86907e-001	
5.98482e-001	2.27575e-001	
8.99316e-001	5.37692e-002	
4.06160e-001	3.67042e-001	
8.34440e-001	8.93965e-002	
2.25653e-001	5.28841e-001	
1.29055e-001	6.44853e-001	
5.72379e-001	2.44916e-001	
7.17363e-001	1.54263e-001	
3.51383e-001	4.10519e-001	
6.57496e-001	1.91428e-001	
3.06977e-001	4.51660e-001	
1.21191e-001	6.55882e-001	
9.65092e-002	6.99530e-001	
4.39317e-001	3.39983e-001	
3.69261e-001	3.94550e-001	
2.68930e-001	4.84959e-001	
1.03116e-002	9.09386e-001	
2.88109e-001	4.67152e-001	
2.09081e-002	8.58812e-001	
4.82738e-001	3.06938e-001	
3.91701e-001	3.76904e-001	
4.53401e-001	3.28683e-001	
8.55606e-001	7.59452e-002	
6.16633e-001	2.18275e-001	
2.73968e-002	8.46184e-001	
3.38304e-001	4.21979e-001	
7.83401e-001	1.16765e-001	
5.66275e-002	7.72618e-001	
3.26375e-001	4.31259e-001	
3.84107e-001	3.82134e-001	
7.94514e-001	1.11803e-001	
7.43329e-001	1.42981e-001	
7.09394e-001	1.60336e-001	
5.29515e-001	2.74164e-001	
4.71926e-001	3.15480e-001	
8.12869e-001	1.02043e-001	
7.52989e-001	1.35038e-001	
4.96722e-001	2.99575e-001	
8.22920e-001	9.54646e-002	
3.57811e-001	4.03233e-001	
1.69070e-001	5.90572e-001	
6.54557e-003	9.26464e-001	
8.70144e-001	6.90026e-002	
2.78940e-001	4.73241e-001	
5.18010e-001	2.83476e-001	
3.15664e-001	4.40666e-001	
5.48454e-001	2.63144e-001	
2.56773e-001	4.97224e-001	
2.16941e-001	5.37959e-001	
2.96316e-001	4.57351e-001	
2.35685e-001	5.16700e-001	
1.79949e-001	5.78491e-001	
2.07152e-003	9.59976e-001	
4.61221e-001	3.21932e-001	
4.17236e-001	3.56478e-001	
9.99501e-001	1.38749e-003	
5.37951e-001	2.67648e-001	
9.15216e-001	4.46864e-002	
4.19073e-002	7.97279e-001	
6.90729e-001	1.71506e-001	
4.28503e-001	3.51329e-001	
5.59385e-001	2.53450e-001	
1.93285e-002	8.71384e-001	
6.33573e-001	2.06369e-001	
7.35443e-002	7.37257e-001	
5.08891e-001	2.89452e-001	
5.86882e-001	2.36659e-001	
7.64416e-001	1.30331e-001	
7.71910e-001	1.23810e-001	
2.48992e-001	5.05559e-001	
1.46284e-001	6.23550e-001	
9.85898e-001	8.94483e-003	
7.48249e-004	9.79974e-001	
1.54714e-001	6.09667e-001	
1.61837e-001	6.02170e-001	
9.61109e-001	2.15888e-002	
9.42978e-001	2.96841e-002	
2.06915e-001	5.48581e-001	
