6.77209e-003	9.75791e-001	
6.71578e-001	2.50101e-001	
1.40601e-001	7.58089e-001	
7.04971e-001	2.24857e-001	
7.92754e-001	1.54625e-001	
5.60776e-001	3.41759e-001	
8.43460e-001	1.16623e-001	
1.02591e-001	8.08927e-001	
3.84579e-001	4.99386e-001	
4.88706e-002	8.89873e-001	
1.11253e-001	7.97056e-001	
2.76037e-001	6.05736e-001	
8.85551e-001	8.47989e-002	
2.68972e-002	9.27285e-001	
2.22505e-001	6.62349e-001	
7.33074e-002	8.49272e-001	
3.14592e-001	5.66337e-001	
1.76376e-002	9.46670e-001	
6.29184e-001	2.85518e-001	
9.99995e-001	1.38897e-005	
5.33150e-002	8.79942e-001	
9.99995e-001	1.01273e-005	
9.85659e-006	9.99852e-001	
1.56195e-001	7.39317e-001	
4.62258e-001	4.27622e-001	
4.26823e-001	4.59840e-001	
4.15575e-001	4.69933e-001	
9.38129e-001	4.58761e-002	
9.09282e-001	6.95408e-002	
1.89257e-001	7.00281e-001	
1.19346e-001	7.85813e-001	
1.81606e-001	7.10335e-001	
8.65273e-001	1.00781e-001	
3.93641e-001	4.89932e-001	
3.28430e-001	5.56222e-001	
4.83095e-001	4.08196e-001	
4.71302e-001	4.19456e-001	
3.72386e-001	5.11062e-001	
5.00376e-001	3.95732e-001	
2.68848e-001	6.14920e-001	
1.64447e-001	7.28904e-001	
4.01873e-001	4.83177e-001	
3.36423e-002	9.14202e-001	
7.46126e-001	1.90888e-001	
6.80635e-001	2.42531e-001	
9.56512e-001	3.21706e-002	
9.43133e-002	8.22447e-001	
3.66570e-001	5.15980e-001	
4.48107e-001	4.40882e-001	
3.56441e-001	5.26702e-001	
5.86338e-001	3.20727e-001	
5.22828e-001	3.75502e-001	
7.24054e-001	2.10096e-001	
3.41043e-001	5.42501e-001	
2.95368e-001	5.86000e-001	
7.38102e-001	1.98044e-001	
4.36902e-001	4.50238e-001	
6.41584e-001	2.74666e-001	
2.07714e-001	6.80640e-001	
3.05026e-001	5.77117e-001	
1.72897e-001	7.19735e-001	
6.92453e-001	2.33011e-001	
2.50002e-001	6.32477e-001	
2.32319e-001	6.53691e-001	
5.52533e-001	3.48340e-001	
9.29310e-001	5.24586e-002	
8.13562e-001	1.38823e-001	
5.31024e-001	3.67091e-001	
6.16953e-001	2.95015e-001	
8.05145e-001	1.45564e-001	
6.52950e-001	2.65432e-001	
7.81858e-001	1.63660e-001	
8.96487e-001	7.78021e-002	
2.39999e-001	6.45770e-001	
7.15223e-001	2.15613e-001	
5.99656e-001	3.08486e-001	
8.54436e-001	1.07714e-001	
5.71272e-001	3.33227e-001	
1.19785e-002	9.59820e-001	
3.99714e-002	9.03024e-001	
8.31151e-001	1.25692e-001	
1.96820e-001	6.91512e-001	
2.85636e-001	5.95911e-001	
5.42709e-001	3.57380e-001	
1.47684e-001	7.48624e-001	
7.57406e-001	1.82848e-001	
6.25483e-002	8.67426e-001	
8.11255e-002	8.38265e-001	
9.47490e-001	3.92674e-002	
2.58068e-001	6.24356e-001	
7.69158e-001	1.73279e-001	
6.62166e-001	2.58037e-001	
2.14840e-001	6.72300e-001	
9.71684e-001	2.17006e-002	
5.08419e-001	3.87624e-001	
1.33119e-001	7.67765e-001	
1.25515e-001	7.77019e-001	
9.89001e-001	8.66143e-003	
9.17335e-001	6.17255e-002	
8.78569e-001	9.20665e-002	
