0.00324047               0.0050576               0.00301625               0.99956               
0.00350133               0.00523854               0.00315704               0.998099               
0.00401018               0.00555955               0.00322916               0.998714               
0.00340651               0.00516948               0.00304821               0.999091               
0.00400606               0.00549655               0.00318001               0.998375               
0.0029218               0.00492771               0.00333605               0.998599               
0.00335925               0.00510039               0.00328857               0.998989               
0.00319514               0.00503017               0.00325573               0.999279               
0.00298686               0.0048611               0.00320871               0.999633               
0.00152071               0.0039445               0.00299425               0.999423               
0.00149639               0.00400759               0.00353154               0.999112               
0.00121686               0.00391936               0.00376849               0.999107               
0.00351596               0.00526001               0.00299532               0.998829               
0.00386087               0.00552226               0.00294975               0.998935               
0.00268525               0.00464605               0.00324007               0.999115               
0.00323383               0.00509081               0.00300356               0.999082               
0.00336255               0.00513706               0.00304262               0.999676               
0.00293313               0.00490625               0.00332245               0.998826               
0.00323065               0.00499551               0.00345305               0.999322               
0.00330158               0.00518095               0.00316604               0.999091               
