0.00189175               0.00434662               0.00330215               1               
0.00138407               0.00405724               0.00352408               1               
0.00139804               0.00404347               0.0033067               1               
0.00180521               0.00431588               0.00360903               0.999997               
0.00173141               0.00425907               0.00333536               0.999944               
0.00186504               0.0042396               0.00277249               0.999975               
0.00218032               0.00449513               0.00321393               0.999852               
0.00183278               0.00428287               0.00271635               0.99912               
0.00236213               0.00453452               0.00331536               0.999996               
0.00258152               0.00462259               0.00355931               0.999226               
0.00218585               0.00438536               0.00388565               0.998202               
0.00245621               0.00462622               0.00305529               0.999586               
0.0019954               0.00429858               0.00336674               0.999995               
0.00208754               0.00439919               0.00293164               0.999994               
0.00198582               0.00437617               0.00341436               0.999999               
0.00198339               0.00444205               0.00330793               0.999948               
0.0019843               0.00433602               0.00287364               0.999952               
0.00180532               0.00427628               0.00293984               0.999996               
0.00184402               0.0042504               0.00293198               0.999999               
0.00142277               0.00405229               0.00275335               0.999999               
